i,j,energy
12,155,80
128,142,28
106,157,3158
59,129,3048
214,79,7739
178,66,1477
214,78,6327
89,170,31274
226,126,15
201,74,3
16,80,6348
59,173,2023
20,88,58703
235,166,27765
79,108,11958
51,186,26284
121,90,6336
93,162,78
180,71,315
54,184,33231
55,187,1228
114,161,11542
234,160,240
118,95,24571
180,66,47705
182,67,214
122,90,20109
38,149,6
144,141,330
56,177,13332
126,151,404
17,81,25213
215,85,32437
67,129,28736
203,69,14264
17,80,9500
170,85,5555
102,104,399
154,142,4357
104,106,3595
207,70,10164
64,165,9003
32,172,4030
16,79,4006
190,116,454
156,142,14643
89,102,69
172,69,23787
89,101,16071
97,106,2413
90,160,735
207,121,3
92,169,17705
56,175,5540
118,156,4
213,87,5689
46,184,318
87,103,1043
131,91,8513
210,125,1298
179,64,408
242,115,1
21,89,7352
133,92,767
82,119,2506
237,90,35812
157,142,3895
55,186,33140
192,115,55
83,112,5912
16,78,3243
91,165,3634
59,174,242
131,90,46
17,78,1041
101,158,6148
88,171,18640
30,169,14516
29,149,4925
130,146,3727
228,146,7191
156,143,8
136,143,1532
182,68,197
49,133,318
234,172,3518
35,171,8531
210,126,7084
221,130,4972
57,175,12182
169,82,6782
194,112,343
182,130,4493
158,136,9813
32,173,6932
68,170,1842
39,167,7198
109,158,562
92,170,7946
52,187,96
199,69,16387
117,160,5941
205,128,7413
113,163,3756
118,160,4107
7,86,28437
54,188,37473
10,154,2748
157,143,782
19,129,25
233,160,38000
37,168,6764
221,117,67
90,101,157
231,100,82
245,155,81
211,76,11341
17,77,18675
55,184,35
178,64,323
234,173,33837
55,183,8720
98,155,17052
173,68,3395
171,69,22762
240,98,9946
98,149,7
21,106,1250
142,140,71
186,118,117
181,133,161
78,108,18
139,108,11
237,166,56
108,113,1
52,161,4
10,83,97
155,143,64411
171,70,687
127,151,17903
227,97,4324
174,126,505
60,129,4
194,92,5
122,89,10720
22,105,382
129,93,40
222,107,102
83,104,8000
141,92,4204
10,155,754
196,72,2908
198,69,6717
182,66,12478
17,82,50765
125,150,2
17,94,9416
16,157,139
234,174,6640
227,146,13283
214,77,8404
175,65,16006
26,133,3841
67,171,3414
30,168,8115
220,130,23
51,187,23439
55,188,19701
91,101,5017
42,126,23935
105,158,345
99,146,22
16,77,6729
200,71,2034
181,134,632
120,91,2505
22,90,3259
113,148,44
119,160,3707
161,91,24900
127,152,3040
230,127,13
53,188,1474
18,82,31481
8,86,44404
182,134,2632
177,135,674
30,164,934
158,143,1223
65,171,7299
68,147,1
180,64,7132
205,69,1931
65,166,64
183,67,1398
51,166,2095
146,110,15
234,166,55928
6,90,6014
113,164,13203
159,143,5420
163,132,16921
217,105,139
215,79,39
184,117,37923
170,69,3917
101,105,6322
81,167,23973
214,88,207
228,94,9850
160,143,17998
208,70,2337
232,161,2096
240,161,14409
243,164,50
79,164,6
235,152,14161
88,102,2739
81,135,1
239,91,8338
92,171,16033
15,78,6263
159,142,16390
119,156,1276
8,85,13835
114,134,9
24,140,39
201,119,1
10,82,36333
236,90,195
52,188,6214
240,91,6174
19,82,34185
119,161,7035
122,88,2668
15,77,6488
76,132,3268
221,131,6447
45,184,401
55,185,6504
120,92,23386
82,110,1293
178,63,15513
119,92,8770
25,125,1078
69,170,374
54,189,401
15,157,15271
178,62,3956
82,168,23
14,78,1513
56,183,2001
208,75,25218
234,118,9
21,88,28769
197,73,46887
54,190,1886
56,186,6414
45,183,5300
129,91,1539
181,66,2684
48,131,759
55,190,8410
50,185,20787
15,76,73900
170,70,1888
123,88,2404
102,103,395
69,128,61
164,89,1184
175,131,3281
123,87,4997
226,146,86
234,89,18999
34,172,119
26,124,9
215,77,5824
55,191,2539
29,169,2284
90,100,120
102,159,2909
30,170,13299
17,76,3
170,68,4353
225,101,109
228,140,1599
44,183,8151
48,182,1872
14,124,2
234,165,11
14,76,7129
169,69,13355
171,68,12001
111,161,5909
161,90,2111
56,191,35839
178,86,401
195,72,490
177,63,398
40,157,3
180,63,19073
181,63,157
13,156,32
124,87,5268
143,126,16
172,68,32225
176,135,1954
121,88,614
101,103,17
180,72,2046
237,169,14241
209,70,2300
194,72,1467
210,70,1390
180,62,4929
198,68,4174
56,187,9160
127,98,4
183,66,18222
210,69,11443
6,87,4477
5,92,2
234,152,652
179,135,4237
233,174,16871
141,144,11033
52,189,187
211,69,46
112,164,4233
158,134,9468
235,173,9596
112,140,30
113,165,2840
200,118,2179
232,162,23984
67,172,4793
123,89,805
14,145,177
181,77,223
233,139,9328
129,92,11470
241,91,39890
203,68,17600
239,164,5180
157,144,12908
28,145,2
40,125,316
55,192,19243
172,80,10995
170,67,4254
233,173,13857
56,188,17889
139,92,2473
169,67,726
43,183,7781
140,101,72
88,101,2244
118,92,1205
41,162,11030
45,185,4772
192,117,2
182,108,23
21,87,14682
102,160,16989
89,171,84032
58,162,1
56,192,10573
81,109,36872
232,174,25414
237,171,11588
168,69,7803
9,82,36
175,64,43867
181,62,6510
173,77,67733
211,68,16278
123,93,4
101,159,28381
169,94,19942
140,91,18355
23,90,26547
197,68,243
173,67,4764
17,156,976
19,85,319
55,193,524
17,75,4454
54,192,442
120,160,14508
172,67,12196
241,152,2
233,175,22134
231,129,157
89,100,7302
206,128,14
11,83,52082
19,81,3452
18,76,17872
131,146,1227
228,93,19
174,64,168
232,175,46134
122,87,16144
93,169,895
140,100,16
153,142,26616
58,128,1735
196,68,363
137,124,8
169,66,91
19,76,2090
60,174,18379
206,69,6204
182,63,9486
22,89,5074
203,124,2611
235,153,1070
96,140,28
122,124,1
19,75,12342
64,136,5
172,81,10391
230,93,8065
234,153,1517
106,119,9
20,82,2785
189,114,1
182,91,4
87,101,1223
57,186,21725
208,69,918
229,146,24
157,145,81
18,77,229
16,76,10556
182,62,14329
119,159,3336
170,66,73
238,165,12992
175,135,8293
201,76,26
61,174,2370
243,165,558
10,81,19041
230,92,6761
77,132,126
175,136,12826
218,107,1
181,87,80
212,68,66
92,109,13
56,193,737
79,118,986
84,121,13770
169,65,70211
120,161,4744
130,147,1993
124,152,8435
176,122,12
207,128,37
215,105,22
22,110,850
244,165,15
87,100,1963
29,170,3486
236,156,13526
16,75,8941
10,80,19462
61,129,3484
86,101,1254
69,171,15451
31,173,5142
31,174,2716
133,91,432
139,132,2
49,181,5
23,89,2985
231,175,11261
113,166,65
204,127,240
183,62,2441
17,112,4
120,159,40
108,159,16913
82,105,7733
125,87,562
179,62,6593
125,86,17009
173,78,16574
112,109,1697
62,174,4198
212,69,414
141,91,25280
211,75,18
76,159,31
121,87,8024
193,72,15059
174,63,20204
90,170,5074
234,175,725
212,67,436
55,194,3118
14,75,11770
195,93,114
102,102,1225
110,161,10937
30,174,30044
230,175,6319
167,69,1070
149,122,23
24,89,9899
137,141,14916
120,87,751
181,135,1384
84,104,1228
122,86,10804
44,185,33806
19,77,244
101,160,12025
109,159,515
6,97,385
118,106,1065
232,163,4791
213,67,1818
20,76,5279
24,90,20296
123,86,21585
233,166,38025
9,155,318
119,87,633
117,100,25452
2,132,72
43,184,140
18,78,14871
64,169,4
213,69,19862
144,144,14267
42,184,7835
53,189,7768
8,103,1962
179,61,2141
202,69,1
86,102,402
70,170,880
213,66,924
214,69,374
166,69,1667
193,117,39
29,164,16268
229,140,161
244,162,326
12,156,6537
103,102,11822
91,100,1662
13,76,3429
177,62,295
17,157,155
125,85,1020
33,173,574
193,73,125
202,68,11435
166,68,7688
245,144,5
56,190,8537
138,92,9381
235,174,10641
201,68,142
43,185,8718
123,85,2
13,75,5801
29,163,14577
20,75,15426
220,128,16224
83,168,31146
17,92,14
153,143,9132
18,96,6950
180,69,17011
216,86,33
213,125,36888
56,194,36581
32,174,463
212,75,3778
168,121,30
56,195,4469
164,119,2
115,135,4
14,157,4588
214,80,2469
145,141,69
79,117,4441
232,173,662
56,196,3689
58,127,7369
57,195,3732
89,99,34
33,174,7222
132,144,2451
220,131,715
197,67,813
83,169,3966
3,112,15
12,157,746
21,82,146
91,99,6789
233,176,32623
81,163,3
233,177,2606
17,74,6112
233,151,128
126,86,378
11,157,10808
222,124,14
178,61,16700
103,103,18137
172,66,11843
113,162,191
169,68,1062
127,86,12267
244,164,51
89,172,19773
133,90,503
231,91,69
120,162,247
58,195,7376
43,186,3214
35,172,900
246,145,29
41,184,1628
173,73,17107
231,163,15319
80,107,1114
236,133,10
88,156,467
124,85,37505
85,101,10584
88,100,6534
90,168,13408
196,67,6
176,129,2683
119,88,4487
183,61,3226
6,141,349
145,140,71
136,111,1
78,109,1227
78,117,972
203,127,1728
118,93,3902
57,185,375
31,175,2215
174,62,2842
177,61,20126
165,93,34151
9,83,3995
21,76,7
85,100,19968
114,165,4341
176,61,6370
213,65,60
234,146,6
237,89,22723
220,132,1548
197,66,22902
236,174,9228
164,99,1
241,90,4906
41,126,2
213,64,13230
116,161,7090
10,157,7383
222,118,6
114,164,1217
163,121,612
133,89,1523
79,166,1341
8,142,2245
94,162,472
165,89,66
227,141,1771
236,89,4669
30,173,29
170,103,6
91,98,62
54,193,10835
227,94,2269
104,105,10433
210,122,16
38,123,19
183,63,119
121,86,11112
32,175,398
214,64,14907
41,183,2258
202,124,2309
179,60,15437
230,176,21363
132,89,2660
53,190,91
132,94,2365
175,137,19963
18,74,6088
225,129,3519
89,98,19014
231,176,1710
90,171,3168
17,150,2
167,68,5841
177,60,1352
37,123,2
157,135,3
230,177,9486
57,196,11286
177,59,5870
30,175,801
13,135,3
178,136,9331
212,64,1913
173,64,3183
116,162,2197
114,121,2
31,176,1086
168,84,33
18,73,192
236,173,8483
58,194,26887
230,178,29068
183,68,5146
126,85,12517
57,187,7702
16,116,293
42,125,808
25,89,3650
19,73,23966
124,84,24223
84,169,8
114,162,4056
203,67,16523
161,143,3
23,110,2154
19,83,15677
155,144,50
211,64,2219
173,66,31
89,161,2
25,90,30995
184,127,2055
160,90,41135
120,86,1011
51,156,28
136,144,380
232,104,116
245,165,19989
199,103,6
231,178,177
161,144,1461
229,178,17653
174,131,136
61,156,1
228,178,459
112,166,798
31,177,9694
84,101,14124
12,76,5822
22,82,4581
233,165,20279
163,96,1527
93,170,2426
103,101,9446
116,124,3
12,75,12968
229,92,13456
90,98,13786
205,129,7206
168,70,5802
208,71,3
57,177,5591
118,87,19984
57,197,6089
162,144,8550
229,179,3383
82,169,12976
69,127,7596
57,198,120
205,130,17832
46,185,612
115,102,139
125,84,26166
163,144,10953
54,194,5879
177,58,368
30,172,116
126,152,232
238,171,801
18,97,4501
56,129,2665
233,149,8
156,140,1
16,158,6335
227,147,10406
165,68,790
66,168,2
166,67,30811
232,164,39677
18,72,42020
86,100,1979
240,105,273
110,162,814
143,127,15
43,125,332
244,166,1618
39,123,104
94,103,39069
213,70,231
22,91,50
35,173,4217
21,86,13
233,178,27978
124,153,18
53,131,3370
58,198,19685
18,79,653
59,127,532
174,61,162
214,63,16278
230,163,12382
78,110,8820
88,172,137
183,103,1
59,195,1065
161,145,2203
61,130,13
124,154,482
159,105,49
37,126,7
176,58,203
58,193,10245
240,160,1
57,199,2958
246,165,925
50,186,89965
173,65,349
195,67,27229
214,68,15
175,58,50172
173,61,5050
229,180,46049
9,80,13426
175,138,538
235,169,1475
25,122,265
18,110,8
162,145,1389
232,178,16554
36,123,826
120,88,4439
130,148,3719
221,132,13942
145,144,102
83,115,8346
91,97,10237
215,63,9501
184,132,50
16,159,3936
143,145,5
21,107,19721
159,137,10
231,162,1693
115,164,241
29,175,320
231,90,5
197,84,32
161,146,2156
86,141,3
242,91,2522
56,198,978
47,131,29544
232,117,4
126,117,15
234,171,24524
90,165,1
201,124,4485
56,158,3
212,125,14968
19,96,80
144,145,64
231,179,2366
234,178,121
203,126,3122
19,97,3031
209,71,2
141,101,33241
230,180,12074
55,171,1
225,144,67
229,147,406
174,135,46
186,107,1
44,186,7450
90,172,4809
68,127,16557
101,161,37660
136,145,1410
201,123,19
30,177,5437
93,112,17
197,65,14840
88,173,692
60,195,4064
142,145,373
16,74,150
233,172,3283
232,160,20599
111,164,3932
58,192,122
133,88,2169
195,101,22
58,197,1384
92,165,9693
26,90,2110
164,68,699
167,70,6507
234,138,39
31,168,78
242,147,1
56,199,13495
124,108,10
198,67,24087
182,135,3048
193,96,27
72,128,22
93,171,5817
42,124,19377
164,69,2567
92,102,23099
241,98,37
146,144,28418
99,155,125
93,172,8908
109,108,615
109,162,8918
213,123,105
59,196,24478
142,146,443
136,102,1
132,112,69
102,110,23
194,67,5898
27,90,1829
234,137,66
112,165,8729
55,199,8024
21,85,879
23,82,21518
243,160,17348
77,108,1271
160,144,17
67,173,724
25,121,2685
37,144,1
214,66,30736
18,117,46
170,86,244
183,60,7928
172,65,103
175,139,38200
182,64,5492
204,130,776
231,180,7210
53,191,1430
22,88,5917
66,173,3283
62,136,8
212,63,20797
109,163,426
229,148,18006
175,140,2578
54,195,1655
19,72,26244
53,195,4670
173,62,6175
180,93,3
211,63,19009
213,63,7116
169,64,2666
118,91,8
202,67,6760
217,86,10747
164,144,877
215,66,63
163,68,7686
229,127,175
74,131,4161
168,65,3
193,105,14
141,90,1813
229,181,601
58,187,2772
94,112,42
28,129,178
27,91,9365
230,181,6320
142,147,4227
145,108,8
23,83,4494
18,71,20367
55,198,137
108,163,1776
228,181,5413
56,200,1460
62,175,842
112,167,34721
142,92,2405
53,192,2
228,182,18400
135,144,6421
232,129,56
195,66,12169
227,182,291
68,173,3706
195,65,3068
177,57,6625
21,75,965
55,200,9008
214,70,13563
85,99,12001
158,145,2662
63,155,65
159,145,11603
100,158,32
126,84,77
11,75,1283
91,123,6
225,117,1
125,93,2
231,181,15210
159,144,1
18,70,3481
93,163,429
158,142,4
215,69,10438
20,72,27772
49,151,5
22,150,11
22,76,26396
162,68,15709
16,73,1936
109,128,3
164,67,7086
237,132,3
147,144,8509
232,172,45
203,128,5142
161,68,66
78,111,1962
101,162,11995
122,85,5067
29,162,47
82,170,492
115,165,1550
84,99,1912
64,158,12
24,82,1198
58,126,6786
46,147,2
81,106,8105
100,103,4684
127,84,97
149,109,1
224,144,12548
121,162,16542
54,198,3535
26,91,136
39,159,1
166,66,12467
214,65,1892
226,182,35281
212,65,7
239,106,2
152,137,3491
32,177,67
231,172,8207
227,93,1482
56,201,13358
23,76,5358
174,140,8518
163,145,4793
210,63,7
225,130,54
199,68,643
95,124,3
20,109,1032
82,104,13698
113,112,3
239,171,1
235,178,574
107,163,5007
234,177,1702
162,67,28051
134,144,12
172,78,3661
119,162,21429
126,83,5
55,201,2084
9,157,255
58,175,5
220,127,6509
162,69,126
18,69,39152
5,97,223
119,86,2544
117,91,13077
229,177,4036
183,135,7882
176,140,5023
203,130,1393
117,94,9647
247,148,27
178,60,31
183,59,4236
206,130,11236
174,141,5592
225,131,20551
12,74,2721
174,142,2534
232,165,19001
197,110,1
242,97,106
81,170,9162
58,185,10324
81,169,5492
154,101,160
237,174,2768
122,96,14
20,71,3872
119,163,13153
126,118,7
162,66,7542
228,180,3445
54,201,10870
184,60,19029
163,143,953
146,143,16268
183,133,1290
127,153,21188
174,143,404
161,66,5877
12,73,30657
215,62,7789
183,58,8376
21,74,26436
232,180,8430
61,134,10
214,62,7766
227,181,8862
232,91,331
178,57,8060
120,85,2789
130,149,21
54,199,22175
230,164,4083
159,146,114
229,176,1725
15,75,10568
44,156,44
225,182,952
229,182,6078
182,59,2126
30,176,59
121,161,15432
17,158,227
29,165,2727
88,174,618
58,191,773
216,69,1053
91,166,176
72,127,1050
235,170,6830
232,181,13059
114,166,311
164,145,9322
22,74,35023
20,77,17767
62,176,3884
59,198,19536
141,89,15323
160,146,16239
102,107,2
163,97,5
226,147,1
213,62,22990
175,143,637
216,66,40533
174,58,4810
117,99,242
160,89,2091
8,84,1
94,169,1738
210,74,6
38,167,2
167,84,915
183,57,105
228,147,7533
232,100,3
36,173,12058
6,140,1934
57,200,1460
86,168,27
112,168,561
133,87,9409
224,145,9762
206,129,499
86,146,9
167,71,56
229,183,8319
203,129,71
79,116,156
19,71,204
227,148,1680
80,106,4919
44,136,13
53,201,299
21,71,5962
29,168,1575
135,145,1271
141,147,17743
57,176,1
20,81,22876
228,183,3751
90,173,602
230,162,2445
162,65,4633
229,149,551
23,111,87
236,178,5630
201,121,228
28,168,8
15,159,33724
8,102,19
79,167,2
29,174,1
26,122,1906
172,76,24
167,72,28094
222,106,31
140,90,11437
166,65,6625
111,168,50
13,74,19306
237,178,1627
59,197,16415
82,171,1351
162,146,1383
184,59,1760
164,91,37
160,91,6
182,57,3858
102,161,17
28,91,3490
227,183,1898
18,68,8258
58,200,13835
10,88,1
229,162,1014
231,182,5611
59,200,9676
82,103,8471
10,158,162
171,76,179
218,86,13
161,69,1781
183,56,4030
55,129,3534
234,179,13268
29,91,2019
173,143,4901
162,70,14319
202,127,4551
155,119,1
24,76,25277
161,65,5019
178,56,286
16,160,2897
173,58,403
63,174,4635
111,166,3765
215,120,19
111,167,22752
136,131,1
9,81,363
219,86,5731
21,70,741
21,72,1621
21,73,3713
219,130,4399
57,126,2759
216,67,2611
54,134,3
94,170,139
175,144,9670
60,133,13
136,146,29295
162,64,21760
172,58,13837
47,130,18
172,61,3837
54,200,7579
94,172,16662
53,194,2550
229,161,12462
85,98,1515
103,100,16921
52,194,13975
10,75,775
215,64,61440
9,75,710
210,64,8113
25,76,5182
153,121,3
93,168,599
186,119,40
14,77,6
12,72,36960
81,105,2649
104,103,4678
9,158,1624
16,110,6
216,62,5707
177,121,6
23,88,6235
8,158,12593
146,145,7401
60,200,3525
148,115,2
92,99,11251
175,57,320
167,73,5197
95,172,6962
121,160,9336
18,67,13085
184,57,866
16,108,1
11,72,1222
198,104,2
232,159,2
17,71,12820
57,184,355
174,71,2730
87,172,2417
18,66,16812
231,173,16724
174,144,10849
18,65,16501
160,66,7815
242,92,221
31,178,194
61,200,11036
183,55,19369
22,107,11351
130,150,213
163,142,720
84,98,91
24,75,4678
80,170,13264
235,179,19014
116,165,7035
14,101,3
228,184,4838
173,79,3763
215,116,13
237,179,4645
114,102,7
89,173,2104
59,126,19360
183,54,8935
96,142,4
185,132,8585
89,174,17033
228,185,22974
29,177,78620
101,163,44513
228,186,19213
60,201,1295
217,66,13843
80,105,4557
217,65,5914
233,180,13450
41,182,3178
217,69,34
200,68,3985
6,86,24375
171,58,4557
30,178,18337
184,58,12013
55,166,1
29,92,4465
22,71,18081
23,81,28104
240,171,11871
115,104,14
178,55,8182
200,76,57
63,139,3
20,97,1750
134,89,9642
57,183,116
216,68,307
202,122,2138
160,65,21745
154,144,12
81,104,14426
160,88,36129
127,154,8856
19,65,17614
227,186,2637
143,147,1457
182,55,2780
218,66,3633
162,147,12656
152,114,3
154,126,35
61,195,11261
184,54,3013
17,66,3401
128,154,636
23,71,1945
54,202,703
220,86,38104
161,64,4154
131,149,509
59,185,4447
201,127,114
17,65,632
16,135,1
227,184,19897
6,139,122
230,90,6543
232,90,5164
27,89,4842
228,187,19953
78,116,45
171,59,13873
50,187,10220
151,132,15
234,180,11588
178,54,249
178,53,25519
91,125,30
117,87,4347
207,130,178
44,187,1399
210,62,3265
111,169,12096
51,189,3444
153,139,75
91,96,1626
78,115,6671
59,201,13674
111,170,3196
185,54,3441
135,146,232
16,65,7830
176,144,19167
117,98,6085
161,70,12490
117,165,1551
149,117,3
14,159,5607
29,178,4382
226,93,81
184,56,6006
171,61,7059
43,124,41
182,136,7361
225,183,11903
125,83,2
41,185,6470
4,92,31
19,67,16887
211,126,109
176,145,39588
225,181,16179
238,178,8177
21,97,9722
132,87,2694
140,89,10
12,158,1935
9,159,323
185,60,17102
109,164,453
214,61,58
161,67,2453
172,77,11
238,179,17146
160,147,15028
19,70,2
160,148,5898
185,57,5458
7,158,6281
159,89,4
128,84,11551
88,160,2
243,92,1591
241,105,1
84,97,3874
227,187,2314
61,194,14424
91,95,5020
57,201,25
28,163,7966
83,97,893
67,130,2
197,64,1844
194,73,13
77,111,21567
96,172,61
59,202,36530
152,138,9201
160,64,19517
29,172,3100
160,87,1033
154,100,11814
24,74,2029
49,132,6
163,66,2
184,55,6829
224,183,14031
22,87,9836
93,164,8360
118,86,9520
227,188,8545
172,95,19
208,97,5
184,53,1714
62,194,37724
131,150,7936
148,144,1598
19,66,8631
93,167,21046
216,63,5644
160,68,1232
159,68,42605
159,65,20254
83,98,6054
44,188,904
183,136,3587
82,98,14784
129,84,1458
216,70,164
186,57,6479
63,194,1364
228,162,7749
225,184,11607
241,89,17952
138,134,14
177,55,408
119,85,1055
214,102,6
218,69,44515
162,97,306
182,69,17
26,76,27919
111,171,3287
95,141,16
197,63,1381
116,91,2
212,62,25757
103,99,5036
59,125,1253
175,145,4376
225,93,33
111,172,5047
61,199,11
193,118,45
181,55,564
113,168,7264
176,55,4124
246,113,50
118,88,8887
25,74,1425
183,53,1968
104,100,247
235,180,9827
159,88,11955
112,169,1576
35,174,536
172,60,4454
240,145,1
229,187,23983
156,145,10584
23,77,3086
112,172,33568
92,97,9967
214,60,15314
91,172,194
131,151,10
178,52,5766
234,169,4773
151,107,3
91,94,28764
229,164,172
102,99,1624
63,193,3390
234,149,23
109,124,10
112,173,511
120,119,2
20,66,30926
234,181,9483
149,144,3189
26,75,4206
185,55,2355
171,91,18
5,86,19
231,183,13235
20,103,2
26,89,16615
116,87,7883
217,63,345
63,140,2
